customer_id,customer_name,email,country,sales
113,Corey Brown,jennifer37@example.net,Mayotte,1372.08
114,John Robinson,xsmith@example.com,Mali,3132.05
115,Kyle Tran,ejackson@example.com,Papua New Guinea,4310.28
116,Martha Velez,lsexton@example.net,Bolivia,4433.34
117,Dr. Edgar Vance Jr.,sanchezshawn@example.com,Brunei Darussalam,617.48
118,Rose Romero,barronjustin@example.net,Germany,4999.63
119,Paul Saunders,troy61@example.com,French Polynesia,2764.59
120,Casey Walker,rebeccapreston@example.org,Luxembourg,2309.23
121,David Cobb,kylemcintyre@example.org,Madagascar,4959.64
122,James Williams,hhamilton@example.com,Guyana,3276.56
123,Ian Wise,nraymond@example.net,Luxembourg,736.78
124,Crystal Rodriguez,tracy63@example.org,Cameroon,4337.52
125,Dennis Coleman,fgutierrez@example.net,Saudi Arabia,2719.05
126,Anne Foster,spencetyler@example.net,Palestinian Territory,3780.86
127,Jill Ferguson,utownsend@example.org,Peru,404.56
128,Emily Pacheco,dudleygregory@example.org,France,3963.8
129,Jaime Wilson,vruiz@example.com,Estonia,2891.22
130,Katie Case,judy01@example.com,Anguilla,4547.49
131,Annette Byrd,qdavis@example.net,Burkina Faso,1935.11
132,Dominic Anderson,kimberly44@example.com,Nauru,2593.7
133,Tina Boyer,susan42@example.com,Tonga,3729.59
134,Michelle Gomez,jessica76@example.org,Haiti,2564.67
135,Dr. Mario Leon MD,timothy92@example.com,Kenya,1155.68
136,Jonathan Padilla,tyler85@example.org,Niger,2130.68
137,Mark Garcia,erowe@example.net,Tonga,2213.31
138,Caleb Moore,omeadows@example.org,Liberia,3015.46
139,Russell Baird,mmelendez@example.org,Saint Helena,3952.1
140,Sheryl Brock,nharris@example.com,Nicaragua,490.58
141,Jacob Reyes,ggregory@example.org,Rwanda,4017.97
142,Susan Carpenter,aguirrenicholas@example.org,Honduras,3310.34
143,Kenneth Harrell,brownsusan@example.net,Guinea,4573.28
144,Edward Bridges,johnstonchristopher@example.com,Malaysia,1855.46
145,Luke Hernandez,anthonyneal@example.com,Israel,2352.17
146,Jacqueline Cochran,sarah44@example.com,Brazil,1081.73
147,Omar Hill,toddtyler@example.com,Albania,2246.94
148,Katherine Perez,ehunt@example.org,Svalbard & Jan Mayen Islands,4853.97
149,Danny Phillips,jwalker@example.com,Nicaragua,750.73
150,Connie Kelly,coxlisa@example.com,Croatia,3180.5
151,Sarah Duncan,padillachristopher@example.org,Peru,1780.24
152,Sherry Cantu,choipatrick@example.net,Uruguay,1095.84
153,Sarah Carlson,bianca86@example.com,Egypt,3323.79
154,Christopher Sanders,williamsstephen@example.net,Bouvet Island (Bouvetoya),564.3
155,Michelle Watson,ystone@example.org,French Polynesia,409.15
156,James Erickson,jeremy01@example.org,Comoros,4234.22
157,Leslie Evans,stevenjohnson@example.net,Mozambique,1954.32
158,Ian Silva,pturner@example.org,Mongolia,899.19
159,Vicki Little,alyssa79@example.org,Eritrea,4347.93
160,Michelle Mcknight,peter22@example.net,Turks and Caicos Islands,2271.93
161,Donna Rivera,brittanyschneider@example.com,Andorra,345.33
162,Jeffrey Costa,christopher09@example.org,Denmark,3956.43
163,Katie Brown,vhernandez@example.net,Swaziland,113.73
164,Jessica Bailey,royjohnson@example.net,Jordan,2544.02
165,Traci Munoz,ronald02@example.net,Nauru,2298.92
166,Kara Moran,amycooper@example.net,Burkina Faso,1749.67
167,Christine Mcintosh,michael11@example.org,Norfolk Island,221.17
168,Lori Moore,josegreen@example.net,French Southern Territories,3582.19
169,Garrett Howard,tracieflores@example.net,Finland,781.05
170,Christopher Patterson,ganderson@example.net,Guyana,112.16
171,Bradley Allen,vbartlett@example.net,Hong Kong,2147.92
172,Monica Maxwell,nicholasfisher@example.org,Benin,1798.51
173,Michael Williams,kenneth33@example.net,Moldova,4102.24
174,Gary Turner,karenreed@example.net,Moldova,212.66
175,Amber Tate,peter12@example.org,Sao Tome and Principe,2173.18
176,Joseph Bryant,alicia02@example.com,Guatemala,4156.0
177,Anthony Willis,rcooley@example.org,San Marino,3609.88
178,Laura Brown,uchurch@example.org,Svalbard & Jan Mayen Islands,775.53
179,Joseph Armstrong,ibowen@example.net,Mozambique,4580.94
180,Brian Davis,manderson@example.net,Afghanistan,724.17
181,David Ross,phelpsdanielle@example.org,Kazakhstan,3193.83
182,Madison Mccall,millerbrianna@example.org,Korea,3998.38
183,Gregory Andersen,shannonmartinez@example.org,Venezuela,2561.81
184,Tyler Park,cwells@example.org,Kiribati,3779.93
185,Victoria Wong,brandon64@example.net,Guadeloupe,4911.19
186,Shaun Hunt,ichavez@example.net,Grenada,4401.12
187,Shelia Deleon,smithmichael@example.org,Indonesia,2921.24
188,Barbara Salazar,rcarter@example.com,Syrian Arab Republic,1069.5
189,Allison Walker,wayne25@example.com,Kazakhstan,4311.01
190,Samuel Allen,kelly21@example.net,Madagascar,4845.17
191,Norma Roberts,dannyvaldez@example.com,Bahamas,4825.7
192,Sharon Crane,cindycarson@example.net,Djibouti,2778.88
193,Alex Carson,michael85@example.net,Niue,3391.21
194,Brandon Anderson,virginia96@example.org,Antarctica (the territory South of 60 deg S),3546.19
195,Robert Downs,johnrosario@example.net,Morocco,2016.58
196,Kaylee Wheeler,vperez@example.net,Bhutan,1410.17
197,Jonathon Washington,michael25@example.net,Faroe Islands,345.04
198,Mallory Shannon,barnettcatherine@example.org,French Guiana,1942.96
199,Anthony Smith,qlamb@example.com,Yemen,3028.81
200,Melissa Perez,hurleyjonathan@example.com,Yemen,251.15
201,Charles Mendoza,erichardson@example.com,Ireland,2889.62
202,Katherine Black,elizabethcarr@example.net,Tunisia,610.82
203,Paula Bell,victoria14@example.org,Austria,378.24
204,Pamela Douglas,jeffreymoore@example.org,Netherlands Antilles,519.13
205,Anita Mills,ncarter@example.net,Austria,232.57
206,Kimberly Coleman,april23@example.org,Ukraine,4027.31
207,Ricardo Campbell,dlane@example.com,Germany,1328.81
208,Joe Bailey,brooke40@example.com,Guyana,3618.03
209,Kayla Rivas,zbruce@example.com,Iraq,4102.57
210,Paula Contreras,bradpierce@example.net,Saint Vincent and the Grenadines,3012.17
211,Alexandria Reyes,sbyrd@example.org,United States Virgin Islands,4187.77
212,Jessica Jacobs,christopher47@example.net,Sudan,218.55
213,Philip Anderson,goodtaylor@example.org,Libyan Arab Jamahiriya,3205.62
214,Joseph Evans,kristaprice@example.org,Netherlands,706.25
215,Samantha Friedman,gina09@example.org,Saint Kitts and Nevis,130.41
216,Kenneth Morris,stephaniesmith@example.net,Comoros,2194.69
217,Jill Velasquez,joseph93@example.com,Monaco,4332.93
218,Bradley Travis,wilkinsonmadison@example.com,Fiji,4350.54
219,Kiara Hall,mccoymegan@example.net,Kiribati,166.19
220,Bradley Oliver,rebecca65@example.com,Congo,1841.01
221,Melissa Travis,weaverjamie@example.org,Maldives,1074.12
222,Mrs. Patricia Stevens,jefferythompson@example.net,Azerbaijan,928.91
223,Joshua Williams,shelbytorres@example.com,South Georgia and the South Sandwich Islands,3151.65
224,Isaac Alvarez,william68@example.net,Zambia,2669.27
225,Denise Mccarthy,grant20@example.net,Bhutan,3573.64
226,Jackie Robertson,joshuachavez@example.net,Jamaica,1463.63
227,Heidi Wheeler,elizabethmiller@example.org,American Samoa,1258.0
228,Cassandra Jones,tramos@example.net,Cote d'Ivoire,797.18
229,Diana Burton,lindamoreno@example.net,Antarctica (the territory South of 60 deg S),2481.27
230,Brianna Stuart,wcardenas@example.net,Cote d'Ivoire,1886.09
231,Mitchell Bradshaw,crobinson@example.org,Portugal,4920.53
232,Anthony Davis,olevy@example.net,Switzerland,584.11
233,Brandon Vega,edward44@example.com,Mozambique,3646.52
234,Eric Mclean,wflores@example.org,Ecuador,2746.13
235,Robert Ortiz,kjohnson@example.net,Falkland Islands (Malvinas),1444.4
236,Carl Parks,zimmermannathan@example.com,Fiji,658.8
237,Anthony Ibarra,brent64@example.org,Fiji,794.76
238,Elizabeth Sexton,ldickerson@example.net,Armenia,1343.15
239,Daniel Orozco,kara92@example.org,French Polynesia,4545.56
240,Robert Riley,patrick59@example.net,Montserrat,2109.52
241,Scott Stone,sandrahansen@example.org,Iceland,4739.82
242,Richard Gardner,tamara98@example.org,Saint Lucia,3303.76
243,Lawrence Walker,james83@example.com,French Polynesia,4454.2
244,Gregory Roberts,fosterlaura@example.com,Palau,3696.69
245,Mark Russo,hbrown@example.org,Lebanon,4846.01
246,Donald Lee,romerorobert@example.com,Samoa,4429.43
247,William Martin,johnsonjoshua@example.org,India,3137.86
248,Jessica Johnston,anthony45@example.com,Chad,1002.51
249,Judy Martin,valentinechristopher@example.org,Saint Lucia,3709.94
250,Todd Hensley,fmcgee@example.com,Kazakhstan,452.41
251,Taylor Wood,jasminescott@example.net,Timor-Leste,3934.37
252,Samantha Conner,jeffrey94@example.net,Tokelau,4363.55
253,Thomas Martin,anthonywallace@example.org,Portugal,171.78
254,Alec Roberts,patricklee@example.com,Honduras,4518.58
255,Susan Campbell,kyle19@example.net,Yemen,2812.44
256,Shirley Summers,davidsmith@example.com,Senegal,2512.23
257,Dr. Christian Graves,ramirezseth@example.com,Germany,2770.95
258,Dr. Craig Allen DDS,emilyanderson@example.com,Lithuania,2240.85
259,Stephen Walton,juliejohnson@example.org,Ireland,4942.11
260,Charles Hardy,hoganabigail@example.org,Faroe Islands,4895.61
261,Sheila Ross,loganlinda@example.net,Sao Tome and Principe,3456.91
262,Robin Garner,tristanlevine@example.org,Eritrea,2738.8
263,Adam Hayes,xestrada@example.net,Guadeloupe,3446.4
264,Ryan Wright,gallaghermatthew@example.org,Belarus,1742.16
265,Jon Mejia,bobbyhowell@example.net,Micronesia,1275.75
266,Harry Glass,lynchtiffany@example.com,Eritrea,3390.92
267,Brandon Allen,fhanson@example.com,Anguilla,2950.15
268,Robert Stewart,julie31@example.net,Tanzania,2062.81
269,Jason Cook,ashleyoneill@example.org,Christmas Island,1589.43
270,Dennis Bennett,christophermckee@example.org,Qatar,763.41
271,Jonathan Brown,ygutierrez@example.org,Panama,1620.96
272,Jennifer Hart,xoliver@example.org,Singapore,4201.35
273,Joseph Mason,nicole58@example.com,Guinea,1693.89
274,Keith Martinez,nicholasbennett@example.org,Reunion,350.28
275,David Atkins,vcannon@example.org,Papua New Guinea,2049.32
276,Katherine Foster,maria20@example.net,Namibia,120.86
277,Barbara Bass,sanchezgabriella@example.com,Chad,251.11
278,Timothy Smith MD,harrisscott@example.net,Ukraine,1876.08
279,Kevin Wilson,ujones@example.org,Iran,4854.43
280,Amy Sparks,steven07@example.org,Tanzania,295.6
281,Joseph Hinton,irwinchristina@example.net,Fiji,2463.54
282,Robert Walker,wmason@example.org,Albania,4938.78
283,Robin Lane,chavezlaura@example.net,Suriname,3446.64
284,Evan Torres,lori10@example.net,Chad,4231.03
285,Emily Collins,knightjohn@example.net,Puerto Rico,415.63
286,Carol Salazar,fellis@example.net,Saint Lucia,1225.79
287,Colleen Townsend,aaron49@example.com,South Africa,3902.4
288,Daniel Rodriguez,kathy11@example.com,Botswana,4596.0
289,Allen Lee,whitejennifer@example.net,Madagascar,4984.6
290,Stephen Sanders,amandaporter@example.net,Qatar,4743.9
291,Nicole Green,andrewtravis@example.org,American Samoa,3857.9
292,Melanie Evans,tjuarez@example.net,Grenada,4859.62
293,Mackenzie Simpson,ywheeler@example.com,Uganda,2925.04
294,Paul Rivera,wellshannah@example.com,Luxembourg,245.05
295,Karen Brown,williamgibson@example.org,Guernsey,2904.76
296,Guy Davis,khampton@example.com,Serbia,4024.58
297,Alan Meadows,jenniferbanks@example.net,Uruguay,4591.21
298,Maria Moore,ypeterson@example.com,Rwanda,1323.69
299,Michael Harding,christine48@example.org,Ireland,3547.8
300,Danny Walters,spearsdaniel@example.net,Niger,3834.52
301,Gina Watts,rosekatherine@example.net,Norway,4441.42
302,Christopher Pena,ygeorge@example.com,Saint Helena,400.74
303,Valerie Weaver,geoffreywheeler@example.org,Croatia,2053.36
304,Amy Nelson,cookmary@example.net,Cook Islands,2837.85
305,Daniel Morgan,staylor@example.com,Cambodia,1836.39
306,Edward Brown,amydavies@example.net,Faroe Islands,1171.3
307,Elizabeth Baker,deborah86@example.org,Saudi Arabia,4911.14
308,Melanie Greene,katrinaochoa@example.net,Taiwan,4051.25
309,Shelly Ewing,richardbrown@example.net,New Zealand,2769.68
310,Sharon Mills,tyler18@example.org,Iran,4909.48
311,Laura Meadows,deborahshaffer@example.net,Fiji,2692.31
312,Danielle Reyes,nicole83@example.org,Nepal,467.22
313,Kylie Torres,wenglish@example.com,Estonia,1292.32
314,Cynthia Johnson,acevedojonathan@example.net,Australia,476.92
315,Dr. Christine Love,marshmatthew@example.net,Armenia,2299.01
316,Parker Riddle,hpacheco@example.net,Estonia,856.61
317,Diane Rodriguez,kweaver@example.net,Saint Barthelemy,1589.06
318,Zachary Mccoy,jonathan17@example.net,Svalbard & Jan Mayen Islands,1922.75
319,Christian Santana,blackwilliam@example.com,Tuvalu,3675.54
320,Donna Booker,markbush@example.net,Indonesia,1166.88
321,Johnathan Harmon,cynthia14@example.org,Anguilla,4871.54
322,Trevor Haley,warrenanthony@example.net,Liechtenstein,4018.94
323,Daniel Kirby,terrellhayley@example.com,Palestinian Territory,3187.81
324,Matthew Walker,arnoldalexa@example.org,New Caledonia,3736.42
325,Dennis Martin,lmcfarland@example.com,Western Sahara,1024.25
326,Jonathan Ashley,clane@example.net,Saint Vincent and the Grenadines,2809.42
327,Randall Montoya,franciscoclark@example.net,Russian Federation,2603.92
328,Julie Collins,andrew01@example.com,Antigua and Barbuda,3239.64
329,Kenneth Lamb,tphillips@example.com,Oman,2981.41
330,Tammy Taylor,anita00@example.com,Western Sahara,4906.03
331,Brandon Roberts,ysanchez@example.org,Kyrgyz Republic,719.47
332,Jonathan Johnson,callahancarrie@example.org,Moldova,3322.78
333,Monique Gonzalez,riverslarry@example.org,Mayotte,2147.34
334,Tyler Combs,shannon99@example.org,Israel,4620.29
335,Gary Anderson,benjamin72@example.net,Netherlands,3187.46
336,Stephen Adams,turnerlaurie@example.org,Azerbaijan,3589.8
337,William Wood,tlane@example.com,Falkland Islands (Malvinas),2182.48
338,Jeffrey Allen,ucooper@example.org,Costa Rica,1872.5
339,Dustin Brown,tromero@example.org,Finland,165.29
340,Melanie Hughes,russell80@example.org,Greenland,1256.23
341,Nathan Wright,smarshall@example.com,Argentina,2284.55
342,Paul Henderson,westphilip@example.org,Sudan,3984.95
343,Mrs. Debra Johnson,christina25@example.org,Anguilla,3914.2
344,Tracy Lewis,georgejoseph@example.org,New Zealand,1229.8
345,Brandy King,hansonjoseph@example.org,Serbia,4177.82
346,Jason Galvan,stacyfuentes@example.org,Jordan,3417.33
347,Keith Pacheco,csullivan@example.com,Burundi,2599.82
348,Kimberly Lopez,matthewwalker@example.org,Puerto Rico,2213.42
349,Alex Peterson,rachel36@example.com,France,1636.19
350,Robert Bailey,frodriguez@example.com,Saudi Arabia,132.28
351,Andrew Garcia,robertgonzalez@example.org,Micronesia,4135.73
352,Kathryn Valdez,joycecollier@example.org,Barbados,1360.28
353,Mary Wallace,kaitlin57@example.com,Jamaica,2128.89
354,Michael Medina,josephanthony@example.com,Cameroon,1005.96
355,Amanda Ellison,donald09@example.org,Gambia,2321.08
356,Rhonda Garcia,ylozano@example.com,Bangladesh,420.4
357,Jason Oliver,jennifer58@example.com,Madagascar,3440.89
358,Joseph Gonzalez,ygreen@example.net,Micronesia,534.49
359,Terry Sanchez,ugolden@example.com,Malta,499.72
360,Robert Cook,carterleslie@example.net,New Zealand,3168.0
361,Mark Ramirez,schneiderleon@example.org,Holy See (Vatican City State),3336.42
362,Michelle Robinson,djones@example.net,Mali,605.79
363,Jill Orozco,jeremy35@example.com,El Salvador,3451.74
364,Thomas Baker,wanda88@example.com,Montenegro,347.13
365,Matthew Moran,leonsanchez@example.net,Niger,4492.87
366,Erin White,johnwilliams@example.net,United Kingdom,4092.37
367,Larry Lambert,fwalker@example.com,Uzbekistan,1227.55
368,Lisa Collins,pwood@example.org,Tajikistan,3802.76
369,Richard Turner,kaylafranco@example.net,Spain,2713.7
370,Nicole Ramirez,jeffersonnicholas@example.net,New Zealand,4579.69
371,Mark Miller,larry26@example.net,Tonga,3269.95
372,Joseph Christensen,grahamlisa@example.com,Serbia,3458.3
373,Diana Carrillo,jeffrey50@example.net,Palestinian Territory,4351.47
374,Stephen Wheeler,courtney34@example.com,Bahamas,612.24
375,Antonio Deleon,spencercameron@example.net,Latvia,2523.76
376,William Mendez,christinaperez@example.org,Gibraltar,2813.21
377,Alyssa Duncan,bryanpratt@example.net,Togo,3041.84
378,Tiffany Campbell,vmolina@example.org,Liechtenstein,367.21
379,Darrell Kane,perrysarah@example.org,Micronesia,2119.1
380,Caitlin Johnson,cortezcharles@example.com,Gabon,2616.99
381,Holly Wheeler,woodwardjennifer@example.net,Slovenia,2841.69
382,Linda Munoz,jgross@example.net,Netherlands Antilles,3318.12
383,David Medina,youngsteven@example.org,Tanzania,3164.24
384,Leslie Smith,poncesuzanne@example.net,Saint Kitts and Nevis,1367.82
385,Jacob Lawrence,jennifer74@example.org,Guadeloupe,2662.94
386,Jeffrey Hatfield,grobinson@example.org,Madagascar,3007.63
387,Dana Mckenzie,barkersteve@example.com,Maldives,1098.05
388,Bryan Harvey,daleolsen@example.org,Grenada,4873.12
389,John Roberts,floresjacob@example.net,Jersey,4579.15
390,Mark Shelton,michele06@example.net,Nicaragua,2046.82
391,Anthony Gonzalez,carlos34@example.net,Grenada,2057.25
392,Susan Hamilton,robertbrady@example.net,South Georgia and the South Sandwich Islands,1858.81
393,Andre Robinson,marcusevans@example.org,Pitcairn Islands,2810.2
394,James Shaw,josephsilva@example.org,Germany,3116.93
395,Marie Stewart,huffmanfrances@example.com,Romania,2001.03
396,Patrick Roberts,justin38@example.com,Reunion,4020.1
397,Gary Benson,bbutler@example.org,Western Sahara,1804.0
398,Gerald Harris,toddamber@example.com,Ecuador,2943.06
399,Stacey Campbell,wesley12@example.net,Estonia,2211.4
400,Jack Thomas,lindsey56@example.com,Senegal,3554.07
401,Erica Jones,uburton@example.net,Netherlands,1126.22
402,Denise Estes,derrick66@example.com,Saint Vincent and the Grenadines,3034.81
403,Michael Mcconnell,padillarachel@example.com,Kazakhstan,3357.77
404,Kim Barnes,donald53@example.com,Greece,4762.33
405,Frederick Davis,maddoxmichael@example.org,Germany,3593.75
406,Kimberly Coleman,jeffreyevans@example.net,Cambodia,4747.15
407,Hannah Snyder,jonesbrian@example.com,Nicaragua,3310.81
408,Kevin Ochoa,richardallen@example.com,Poland,2810.74
409,Melissa Oconnor,hammondkimberly@example.net,Montserrat,2946.44
410,Alexandria Willis,codymcclain@example.com,Malawi,1241.58
411,Terri Acevedo,mjohnson@example.net,Ethiopia,285.07
412,Lori Rodriguez,davidroberts@example.org,Brazil,438.74
413,John Lewis,tammy86@example.com,Burundi,2725.31
414,Jordan Robinson,ericagonzalez@example.com,Honduras,837.47
415,Tammy Boyle,sandra82@example.com,United Kingdom,2571.7
416,Eric Hill,theresaprince@example.net,Congo,4215.39
417,Kara Parsons,kcarter@example.com,Iceland,1848.45
418,Lori Boyer,tammie35@example.net,Suriname,2475.23
419,Dylan Duran,joshuaweber@example.com,Svalbard & Jan Mayen Islands,1227.38
420,Brian Garcia,wle@example.net,Libyan Arab Jamahiriya,1097.42
421,Tyler Alvarez,floresconnie@example.net,Uruguay,1341.24
422,Dawn Booth,dominicbaxter@example.net,Afghanistan,2521.56
423,Roberta Thomas,millerdonna@example.net,Iceland,3292.95
424,Derrick Warren,mbrooks@example.org,Angola,3728.11
425,Curtis Johnson,rachel89@example.com,Turks and Caicos Islands,4508.2
426,Daniel Washington,brandon48@example.org,Malta,4455.14
427,Kevin Garcia,leonjackson@example.net,French Guiana,1884.43
428,Mr. Andres Williams,bkrueger@example.com,Montserrat,3476.24
429,Ashley Pearson,georgejones@example.net,Sierra Leone,2316.37
430,Samuel Ruiz,ingramjohn@example.org,Hong Kong,4590.99
431,Matthew Martinez,melissajones@example.org,Vietnam,2500.5
432,Gerald Dudley,oadams@example.net,Tajikistan,312.33
433,Alexander Downs,fquinn@example.net,Brazil,1593.98
434,Andrea Brown,nicolelopez@example.net,Romania,633.49
435,Shelley Farrell,wrightkara@example.net,Swaziland,3536.02
436,David Howard,tjones@example.org,Iraq,3320.28
437,Michelle Orozco,berrykari@example.org,Equatorial Guinea,1513.76
438,Linda Dawson,dawnmeza@example.com,Bahamas,3086.12
439,Stephanie Moore,ywalton@example.com,Colombia,4835.34
440,David Johnson,haydenrichard@example.net,Bolivia,4064.29
441,Kayla Perez,fanderson@example.org,Sudan,106.14
